ISOTime,UnixTime,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Group,Country,Pilot,TAS,CAS,M,ASL,AGL,GS,VS,AOA,AOS,RRT,TRT,TRD,G,LatG,LonG,Ek,Ep,Em,FFW,FFV,RelativeTime,Elev,GroundDistance,AirDistance
2011-06-01T05:08:08Z,1306904888,27508,55.7408025,25.6049969,1790.48,74.8,3.2,252.2,-50686.42,-62391.54,252.7,Weapon+Missile,Red,Allies,R-27ER,,xu,,320.962503778902,299.423126220703,0.962465844495717,1790.47692871094,1779.47692871094,NaN,NaN,6.0875266068792,NaN,16.8769056654813,6.06113104152126,NaN,NaN,NaN,NaN,NaN,1755.85805729431,NaN,,,0.529999971389771,11,NaN,NaN
2011-06-01T05:08:09Z,1306904889,27508,55.7373627,25.6037043,1777.33,60.7,-1.5,252.1,-51033.22,-62531.41,252.6,Weapon+Missile,Red,Allies,R-27ER,,xu,,374.17714747853,350.433319091797,1.12186686181808,1777.33386230469,1766.40681743622,373.946249480604,-13.14306640625,4.82156828453473,NaN,13.7230521558495,5.22335002861364,5000,2.4925708770752,2.4925708770752,2.4925708770752,7000.42688475847,1742.96911207703,8743.3959968355,,,1.52999997138977,10.9270448684692,374.103030439085,374.438400361146
2011-06-01T05:08:10Z,1306904890,27508,55.7318351,25.6016536,1729.61,50.6,-3.5,247.2,-51590.51,-62753.24,247.8,Weapon+Missile,Red,Allies,R-27ER,,xu,,601.712837724817,555.292602539062,1.80306064388353,1729.60766601562,1719.60766601562,599.817096514121,-47.7261962890625,0.698391207925411,NaN,7.43075404335363,2.07507806419428,5000,4.4720458984375,4.4720458984375,4.4720458984375,18102.9169541426,1696.16570179321,19799.0826559358,,,2.52999997138977,10,974.130113151704,976.525002541918
2011-06-01T05:08:11Z,1306904891,27508,55.7241006,25.5990013,1694.68,44.4,-1.8,250.9,-52370.1,-63039.55,251.4,Weapon+Missile,Red,Allies,R-27ER,,xu,,831.234215595166,760.294006347656,2.48981354514852,1694.6845703125,1685.6845703125,830.500270055719,-34.923095703125,0.11498769804927,NaN,6.47693178613969,1.8779658483803,5000,4.86593866348267,4.86593866348267,4.86593866348267,34547.5160588056,1661.91784414551,36209.4339029511,,,3.52999997138977,9,1804.84719424338,1808.19863860824
2011-06-01T05:08:12Z,1306904892,27508,55.7145944,25.5962409,1652.84,35.9,-4.4,253.8,-53327.77,-63336.05,254.4,Weapon+Missile,Red,Allies,R-27ER,,xu,,1003.39966034736,916.405517578125,3.0040329837428,1652.83850097656,1644.32739257812,1002.5267003259,-41.8460693359375,0.192302776330515,NaN,10.1384595964001,3.70283978256843,5000,8.70499610900879,8.70499610900879,8.70499610900879,50340.5439192601,1620.88086856018,51961.4247878202,,,4.52999997138977,8.5111083984375,2807.45863348243,2811.94584233698
2011-06-01T05:08:13Z,1306904893,27508,55.705069,25.5938556,1526.57,27.1,-9.7,254.8,-54287.03,-63590.93,255.4,Weapon+Missile,Red,Allies,R-27ER,,xu,,1000.53984361301,919.201477050781,2.99105703714166,1526.572265625,1520.14645862579,992.540586811081,-126.266235351562,0.0438922019426479,NaN,7.44610830860782,5.18335414838134,5000,7.04018783569336,7.04018783569336,7.04018783569336,50053.9989328571,1497.05599086914,51551.0549237262,,,5.52999997138977,6.42580699920654,3799.95441630671,3812.68663524846
2011-06-01T05:08:14Z,1306904894,27508,55.6957806,25.5916127,1325.69,21.5,-13.7,255.3,-55222.36,-63830.2,255.9,Weapon+Missile,Red,Allies,R-27ER,,xu,,986.124872182738,914.576782226562,2.94108225209294,1325.68542480469,1318.68542480469,965.446394536049,-200.886840820312,0.13003158315352,NaN,5.09231583759471,3.77439241742666,5000,4.30460500717163,4.30460500717163,4.30460500717163,48622.1131768711,1300.05329711609,49922.1664739872,,,6.52999997138977,7,4765.33016065437,4798.95366731283
2011-06-01T05:08:15Z,1306904895,27508,55.6866761,25.5894367,1076.43,18.5,-15.4,255,-56139.18,-64062.18,255.6,Weapon+Missile,Red,Allies,R-27ER,,xu,,978.010903633396,917.591552734375,2.90847984369459,1076.42834472656,1065.1044921875,945.714669261685,-249.257080078125,0.0737444537464192,NaN,2.1230413600934,1.84490944034473,5000,0.92306262254715,0.92306262254715,0.92306262254715,47825.2663812906,1055.61560268127,48880.8819839718,,,7.52999997138977,11.3238525390625,5710.97180572563,5777.06615029245
2011-06-01T05:08:16Z,1306904896,27508,55.6776708,25.5872013,817.61,17.3,-15.3,254.3,-57046.13,-64300.78,254.9,Weapon+Missile,Red,Allies,R-27ER,,xu,,972.871716382435,923.683898925781,2.88459331281748,817.610717773438,811.120086193085,937.812781164374,-258.817626953125,0.219867337001126,NaN,0.969231163981489,1.21081943723648,5000,4.43727588653564,4.43727588653564,4.43727588653564,47323.9688268453,801.802214545288,48125.7710413906,,,8.52999997138977,6.49063158035278,6648.72547760226,6750.0151066641
2011-06-01T05:08:17Z,1306904897,27508,55.6687822,25.5846655,576.24,18.7,-13.1,249.9,-57941.75,-64572.7,250.5,Weapon+Missile,Red,Allies,R-27ER,,xu,,966.604798942454,927.915222167969,2.85810841258827,576.2392578125,571.514886379242,935.983256076148,-241.371459960938,0.21363310435551,NaN,1.99999891729021,3.9486232860777,5000,9.70481204986572,9.70481204986572,9.70481204986572,46716.2418669291,565.097671762695,47281.3395386918,,,9.52999997138977,4.72437143325806,7584.7592043639,7716.76781621576
2011-06-01T05:08:18Z,1306904898,27508,55.660291,25.5815834,394.63,20.9,-9.3,247,-58798.08,-64905.48,247.6,Weapon+Missile,Red,Allies,R-27ER,,xu,,936.498707338132,906.63037109375,2.76336942039,394.630004882812,388.594961166382,918.720799860498,-181.609252929688,0.15991002669232,NaN,1.87692573863575,4.40451834949536,5000,6.37415266036987,6.37415266036987,6.37415266036987,43851.4914422996,386.999833738403,44238.491276038,,,10.5299999713898,6.03504371643066,8503.7684609213,8653.61812408312
2011-06-01T05:08:19Z,1306904899,27508,55.6520721,25.578333,262.89,20.9,-7.6,245.8,-59627.3,-65257.12,246.4,Weapon+Missile,Red,Allies,R-27ER,,xu,,910.280225265943,886.648742675781,2.68199393222014,262.890777587891,259.890496015549,900.696877146775,-131.739227294922,0.424797308173975,NaN,0.461556863352782,3.02480412889692,5000,6.42751359939575,6.42751359939575,6.42751359939575,41430.5044255108,257.807784403229,41688.312209914,,,11.5299999713898,3.00028157234192,9404.84969521948,9564.32461926524
2011-06-01T05:08:20Z,1306904900,27508,55.6449719,25.5749152,130.72,16.2,-12.5,236.8,-60344.38,-65628.4,237.4,Weapon+Missile,Red,Allies,R-27ER,,xu,,818.242997656509,802.375610351562,2.40721972899896,130.723846435547,130.723846435547,807.49830063207,-132.166931152344,1.049926572763,NaN,5.95384857874344,5.74763919128523,5000,12.1156749725342,12.1156749725342,12.1156749725342,33476.0801606955,128.196300864716,33604.2764615602,,,12.5299999713898,0,10212.9641217119,10383.2002668594
