ISOTime,UnixTime,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Group,Country,Pilot,TAS,CAS,M,ASL,AGL,GS,VS,AOA,AOS,RRT,TRT,TRD,G,LatG,LonG,Ek,Ep,Em,FFW,FFV,RelativeTime,Elev,GroundDistance,AirDistance
2018-07-19T09:01:32Z,1531990892,27C08,40.73372,43.8281422,5431.69,-4.1,-2.5,323.1,522389.66,-116173.22,317.6,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,799.065747356269,616.358276367188,2.50559218701475,5431.68994140625,3350.13720703125,798.321573194985,-34.47802734375,1.23284588871503,NaN,0.769238956215285,2.11809395525679,5000,5.34154367446899,5.34154367446899,5.34154367446899,31925.3034299016,5326.66821638916,37251.9716462908,,,15.210000038147,2081.552734375,12252.3834752695,12272.2970114239
2018-07-19T09:01:33Z,1531990893,27C08,40.727851,43.8331984,5424.77,-2,0.1,318.7,521864.78,-115655.84,313.3,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,737.033591189456,571.953430175781,2.31087582064686,5424.77197265625,3424.25317382812,737.001123642291,-6.91796875,0.0998764748853788,NaN,0.630777361360786,2.76379079764241,5000,2.99379563331604,2.99379563331604,2.99379563331604,27160.9257270813,5319.88400656494,32480.8097336462,,,16.210000038147,2000.51879882812,12986.5043743843,13007.0752648575
2018-07-19T09:01:34Z,1531990894,27C08,40.722041,43.8378833,5425.3,-1.8,0,317.5,521348.62,-115179.23,312.1,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,702.548254113983,547.188354492188,2.202766313117,5425.2998046875,3341.93701171875,702.548055831025,0.52783203125,0.0253809910037173,NaN,0.276906327679484,1.30146821379701,5000,1.7148711681366,1.7148711681366,1.7148711681366,24678.7024679303,5320.40163296387,29999.1041008942,,,17.210000038147,2083.36279296875,13686.2447120593,13707.4109778146
2018-07-19T09:01:35Z,1531990895,27C08,40.7163778,43.8422607,5424.72,-1.5,-0.1,316.3,520847.53,-114735.65,310.9,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,669.226242265749,523.302368164062,2.09827310709593,5424.72265625,3336.91723632812,669.225993395965,-0.5771484375,0.0440727142385504,NaN,0.200042580411333,1.15531454527661,5000,1.46074020862579,1.46074020862579,1.46074020862579,22393.1881668568,5319.83564369141,27713.0238105482,,,18.210000038147,2087.80541992188,14352.7400911183,14374.4735032665
2018-07-19T09:01:36Z,1531990896,27C08,40.7108539,43.8463686,5421.23,-1.5,-0.5,315.3,520360.53,-114320.92,309.9,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,639.671267653764,502.180114746094,2.00551738023494,5421.228515625,3634.02294921875,639.661724384902,-3.494140625,0.0345798635491599,NaN,0,1.06601579829422,5000,1.15112769603729,1.15112769603729,1.15112769603729,20458.9665330887,5316.40906227539,25775.3755953641,,,19.210000038147,1787.20556640625,14989.7683826928,15012.0529991893
2018-07-19T09:01:37Z,1531990897,27C08,40.7054884,43.8502331,5413.5,-1.5,-0.9,314.5,519888.88,-113932.03,309.1,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,611.355301010445,482.0078125,1.9165502299592,5413.49755859375,3885.61279296875,611.306417745596,-7.73095703125,0.0211965312286434,NaN,0,0.989166138291229,5000,1.15813338756561,1.15813338756561,1.15813338756561,18687.7652036786,5308.82758329834,23996.592786977,,,20.210000038147,1527.884765625,15598.539320413,15621.3900505117
2018-07-19T09:01:38Z,1531990898,27C08,40.7002691,43.8538772,5402.95,-1.4,-1.2,313.6,519431.31,-113566.49,308.2,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,585.741867802079,463.778747558594,1.83600577944547,5402.9482421875,4018.46313476562,585.646862554243,-10.54931640625,0.0213737101496536,NaN,0,0.897084516108879,5000,1.10459470748901,1.10459470748901,1.10459470748901,17154.6767848134,5298.4822379248,22453.1590227382,,,21.210000038147,1384.48510742188,16181.727096511,16205.1676548293
2018-07-19T09:01:39Z,1531990899,27C08,40.6952237,43.857297,5389.97,-1.3,-1.4,312.7,518990.09,-113224.53,307.3,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,558.372330351136,444.238555908203,1.74992494761122,5389.9716796875,4200.97326660156,558.221522450937,-12.9765625,0.0437643609046841,NaN,0.199987938897973,0.830121608290339,5000,1.26491689682007,1.26491689682007,1.26491689682007,15588.9829650879,5285.75657726074,20874.7395423486,,,22.210000038147,1188.99841308594,16737.5650915577,16761.6272636923
2018-07-19T09:01:40Z,1531990900,27C08,40.6903158,43.8605262,5377.17,-1.1,-1.5,311.9,518561.97,-112902.69,306.5,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,535.759519317341,428.0263671875,1.67878156741286,5377.17138671875,4393.98431396484,535.606586067668,-12.80029296875,0.0793113573279562,NaN,0,0.733168620486742,5000,0.743670225143433,0.743670225143433,0.743670225143433,14351.9131269574,5273.20377795654,19625.116904914,,,23.210000038147,983.187072753906,17270.8624864499,17295.5282627965
2018-07-19T09:01:41Z,1531990901,27C08,40.6856007,43.8635726,5360.75,-1.5,-2.3,311.7,518151.28,-112599.67,306.3,Weapon+Missile,Blue,Enemies,AIM-120B,,us,,510.639271755917,409.894653320312,1.59973163370011,5360.74658203125,4308.10424804688,510.375049988134,-16.4248046875,0.0679378290604003,NaN,0.569200644672183,0.960864182248224,5000,0.201847165822983,0.201847165822983,0.201847165822983,13037.6232929707,5257.09654686768,18294.7198398383,,,24.210000038147,1052.64233398438,17779.0248504832,17804.3835340059
