UnixTime,102,103,105,107,10C,10D,207,36F05
849,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
850,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
851,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
852,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
853,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
854,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
855,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
856,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
857,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
858,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
859,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
860,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
861,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
862,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
863,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
864,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
865,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
866,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
867,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
868,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
869,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
870,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
871,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
872,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
873,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
874,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
875,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
876,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
877,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
878,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
879,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
880,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
881,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
882,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
883,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
884,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
885,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
886,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
887,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
888,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
889,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
890,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
891,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
892,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
893,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
894,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
895,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
896,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
897,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
898,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
899,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
900,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
901,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
902,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
903,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
904,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
905,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
906,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
907,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
908,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
909,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
910,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
911,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
912,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
913,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
914,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
915,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
916,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
917,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
918,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
919,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
920,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
921,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
922,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
923,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
924,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
925,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
926,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
927,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
928,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
929,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
930,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
931,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
932,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
933,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
934,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
935,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
936,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
937,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
938,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
939,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
940,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
941,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
942,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
943,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
944,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
945,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
946,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
947,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
948,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
949,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
950,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
951,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
952,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
953,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
954,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
955,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
956,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
957,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
958,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
959,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
960,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
961,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
962,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
963,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
964,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
965,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
966,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
967,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
968,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
969,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
970,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
971,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
972,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
973,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
974,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
975,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
976,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
977,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
978,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
979,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
980,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
981,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
982,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
983,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
984,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
985,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
986,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
987,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
988,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
989,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
990,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
991,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
992,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
993,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
994,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
995,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
996,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
997,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
998,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
999,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1000,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1001,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1002,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1003,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1004,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1005,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1006,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1007,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1008,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1009,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1010,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1011,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1012,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1013,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1014,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1015,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1016,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1017,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1018,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1019,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1020,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1021,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1022,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1023,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1024,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1025,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1026,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1027,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1028,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1029,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1030,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1031,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1032,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1033,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1034,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1035,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1036,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1037,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1038,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1039,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1040,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1041,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1042,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1043,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1044,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1045,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1046,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1047,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1048,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1049,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1050,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1051,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1052,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1053,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1054,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1055,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1056,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1057,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1058,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1059,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1060,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1061,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1062,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1063,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1064,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1065,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1066,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1067,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1068,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1069,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1070,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1071,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1072,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1073,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1074,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1075,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1076,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1077,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1078,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1079,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1080,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1081,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1082,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1083,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1084,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1085,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1086,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1087,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1088,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1089,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1090,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1091,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1092,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1093,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1094,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1095,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1096,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1097,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1098,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1099,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1100,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1101,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1102,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1103,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1104,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1105,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1106,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1107,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1108,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1109,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1110,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1111,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1112,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1113,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1114,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1115,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1116,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1117,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1118,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1119,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1120,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1121,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1122,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1123,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1124,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1125,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1126,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1127,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1128,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1129,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1130,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1131,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1132,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1133,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1134,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1135,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1136,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1137,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1138,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1139,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1140,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1141,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1142,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1143,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1144,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1145,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1146,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1147,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1148,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1149,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1150,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1151,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1152,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1153,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1154,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1155,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1156,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1157,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1158,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1159,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1160,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1161,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1162,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1163,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1164,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1165,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1166,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1167,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1168,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1169,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1170,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1171,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1172,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1173,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1174,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1175,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1176,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1177,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1178,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1179,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1180,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1181,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1182,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1183,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1184,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1185,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1186,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1187,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1188,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1189,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1190,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1191,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1192,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1193,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1194,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1195,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1196,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1197,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1198,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1199,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1200,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1201,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1202,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1203,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1204,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1205,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1206,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1207,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1208,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1209,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1210,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1211,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1212,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1213,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1214,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1215,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1216,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1217,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1218,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1219,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1220,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1221,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1222,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1223,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1224,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1225,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1226,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1227,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1228,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1229,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1230,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1231,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1232,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1233,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1234,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1235,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1236,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1237,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1238,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1239,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1240,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1241,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1242,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1243,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1244,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1245,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
1246,平飞,平飞,平飞,静止,上升飞行,平飞,平飞,静止
1247,平飞,平飞,平飞,静止,上升飞行,平飞,平飞,静止
1248,平飞,平飞,平飞,静止,上升飞行,平飞,平飞,静止
1249,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1250,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1251,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1252,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1253,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1254,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1255,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1256,平飞,平飞,平飞,静止,上升飞行,上升飞行,平飞,静止
1257,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1258,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1259,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1260,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1261,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1262,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1263,平飞,上升飞行,平飞,静止,上升飞行,上升飞行,平飞,静止
1264,平飞,平飞,平飞,静止,上升飞行,向右上升飞行,平飞,静止
1265,平飞,平飞,平飞,静止,上升飞行,向右上升飞行,平飞,静止
1266,平飞,平飞,平飞,静止,上升飞行,向右上升飞行,平飞,静止
1267,平飞,平飞,平飞,静止,向左上升飞行,向右上升飞行,平飞,静止
1268,平飞,平飞,平飞,静止,向左上升飞行,向右上升飞行,平飞,静止
1269,平飞,平飞,平飞,静止,向左上升飞行,向右上升飞行,平飞,静止
1270,平飞,平飞,平飞,静止,向左上升飞行,向右上升飞行,平飞,静止
1271,平飞,平飞,平飞,静止,向左上升飞行,向右上升飞行,平飞,静止
