ISOTime,UnixTime,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Group,Country,Pilot,TAS,CAS,M,ASL,AGL,GS,VS,AOA,AOS,RRT,TRT,TRD,G,LatG,LonG,Ek,Ep,Em,FFW,FFV,RelativeTime,Elev,GroundDistance,AirDistance
2011-06-01T05:04:28Z,1306904668,3012302,55.9198469,25.9717529,3479.9,0,0,359.5,-32373.01,-21930.96,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,300.06818375484,260.153076171875,0.918196560370464,3479.90063476562,3479.90063476562,NaN,NaN,17.5533099297671,NaN,0,1.88599701174944,NaN,NaN,NaN,NaN,NaN,3412.61675599243,NaN,,,0.579999923706055,0,NaN,NaN
2011-06-01T05:04:29Z,1306904669,3012302,55.9207089,25.9742956,3481.73,0,0,359.5,-32284.41,-21650.04,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,294.562954245775,255.115142822266,0.901370932640712,3481.73046875,3481.73046875,294.557270698905,1.829833984375,17.5178766180242,NaN,0,0.0197823405926261,5000,0.247777923941612,0.247777923941612,0.247777923941612,4338.36670069993,3414.41121013672,7752.77791083664,,,1.57999992370605,0,295.908698813652,296.075843044336
2011-06-01T05:04:30Z,1306904670,3012302,55.9215471,25.9767683,3473.72,0,0,359.5,-32198.23,-21376.88,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,286.54163981643,247.911727905273,0.876739714920865,3473.72387695312,3473.72387695312,286.429757246845,-8.006591796875,17.6987099577791,NaN,0,0.0197823405926261,5000,0.349566608667374,0.349566608667374,0.349566608667374,4105.30556743443,3406.55942579224,7511.86499322667,,,2.57999992370605,0,583.657563912163,584.092914580026
2011-06-01T05:04:31Z,1306904671,3012302,55.9223521,25.9791428,3455.96,0,0,359.5,-32115.48,-21114.56,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,275.637669687845,238.224548339844,0.843193546938331,3455.958984375,3455.958984375,275.064598853857,-17.764892578125,18.1322775270094,NaN,0,0.0197823405926261,5000,0.283011943101883,0.283011943101883,0.283011943101883,3798.80624754727,3389.13801741211,7187.94426495938,,,3.57999992370605,0,859.98671639237,861.142323984442
2011-06-01T05:04:32Z,1306904672,3012302,55.92313,25.9814376,3428.38,0,0,359.5,-32035.5,-20861.02,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,267.278001380409,230.964157104492,0.817345575202641,3428.38134765625,3428.38134765625,265.851469762562,-27.57763671875,18.8501468051566,NaN,0,0.0197823405926261,5000,0.310380071401596,0.310380071401596,0.310380071401596,3571.8765010953,3362.09359429932,6933.97009539461,,,4.57999992370605,0,1127.05127922839,1129.77034121205
2011-06-01T05:04:33Z,1306904673,3012302,55.9238785,25.9836452,3391.07,0,0,359.5,-31958.57,-20617.15,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,258.429500457988,223.373931884766,0.789926939908881,3391.06762695312,3391.06762695312,255.721514453231,-37.313720703125,19.8796416454898,NaN,0,0.0197823405926261,5000,0.285822927951813,0.285822927951813,0.285822927951813,3339.29033534825,3325.50133438599,6664.79166973424,,,5.57999992370605,0,1383.95290784684,1389.50355889899
2011-06-01T05:04:34Z,1306904674,3012302,55.9245997,25.9857724,3343.84,0,0,359.5,-31884.44,-20382.14,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,250.907990207165,217.081466674805,0.766495109656466,3343.83666992188,3343.83666992188,246.422515707699,-47.23095703125,21.2207607781135,NaN,0,0.0197823405926261,5000,0.299541831016541,0.299541831016541,0.299541831016541,3147.74097748995,3279.18358790894,6426.92456539888,,,6.57999992370605,0,1631.50467367014,1641.64908609237
2011-06-01T05:04:35Z,1306904675,3012302,55.9252923,25.9878153,3286.8,0,0,359.5,-31813.25,-20156.45,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,243.428828960459,210.919723510742,0.743131121335542,3286.79833984375,3286.79833984375,236.652115289425,-57.038330078125,22.8768126173133,NaN,0,0.0197823405926261,4862.62435839538,0.282634437084198,0.282634437084198,0.282634437084198,2962.87973845303,3223.24809394287,6186.1278323959,,,7.57999992370605,0,1869.24746599356,1886.25853171307
2011-06-01T05:04:36Z,1306904676,3012302,55.925958,25.9897787,3219.77,0,0,359.5,-31744.82,-19939.53,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,237.12918506402,205.903747558594,0.723310428000301,3219.77001953125,3219.77001953125,227.458687864876,-67.0283203125,24.8483083414382,NaN,0,0.0197823405926261,4453.68509432365,0.342412292957306,0.342412292957306,0.342412292957306,2811.51252045631,3157.51576620361,5969.02828665993,,,8.57999992370605,0,2097.73846279654,2124.48994092203
2011-06-01T05:04:37Z,1306904677,3012302,55.9265913,25.9916463,3143.28,0,0,359.5,-31679.73,-19733.2,0,Weapon+Missile,Violet,Neutral,R-73 (AA-11),,,,229.475064170776,199.745162963867,0.699314096540674,3143.28295898438,3143.28295898438,216.352801334026,-76.487060546875,27.1183716162373,NaN,0,0.0197823405926261,4126.54151180773,0.294365078210831,0.294365078210831,0.294365078210831,2632.94025380909,3082.50758297241,5715.44783678151,,,9.57999992370605,0,2315.08626683093,2355.0056203222
